iteration,sign_ns,verify_ns,total_ns
148,165045,31018,196084
149,152285,31277,183582
150,228016,31334,259369
151,277404,31543,308966
152,158094,30966,189079
153,154689,31167,185873
154,249475,31694,281190
155,166509,31526,198057
156,151652,31462,183134
157,165598,31355,196973
158,156061,31476,187559
159,156421,31277,187717
160,168797,31441,200258
161,153334,31028,184381
162,193559,31252,224830
163,163751,30999,194768
164,166403,31343,197767
165,167442,31413,198877
166,152111,31127,183256
167,163672,31003,194694
168,172264,31593,203876
169,167790,31518,199327
170,166830,31194,198044
171,153454,31119,184591
172,161556,31516,193090
173,152777,31431,184230
174,196504,31203,227728
175,299141,31552,330708
176,165707,31674,197396
177,165079,31262,196353
178,192683,31157,223855
179,162135,31530,193679
180,168479,31420,199914
181,154815,31261,186090
182,232413,30995,263421
183,299621,31567,331200
184,167847,31716,199577
185,170482,31628,202130
186,236164,31614,267796
187,176460,31541,208020
188,163106,31038,194163
189,173143,31100,204265
190,203997,31758,235779
191,163284,31132,194442
192,175940,31423,207390
193,162879,31065,193970
194,203726,31418,235170
195,173566,31516,205107
196,170071,31036,201124
197,178834,31228,210081
198,166974,31301,198293
199,174862,30844,205725
200,174653,31429,206101
201,176845,31524,208388
202,184095,31244,215358
203,164564,31226,195810
204,171454,31157,202629
205,158022,31372,189414
206,205107,31013,236140
207,287205,31297,318523
208,219917,30970,250906
209,173576,31490,205085
210,199058,31368,230446
211,166229,31353,197602
212,168866,31572,200460
213,154626,31170,185816
214,227383,31181,258584
215,281266,31181,312464
216,157674,31737,189439
217,156801,31283,188112
218,229251,31267,260546
219,167556,31296,198878
220,160866,31433,192327
221,165946,30989,196961
222,152380,31476,183882
223,153313,31400,184739
224,163224,30909,194159
225,160600,31258,191876
226,295400,31502,326922
227,169831,31100,200957
228,166158,31348,197525
229,166370,31005,197395
230,228488,31086,259594
231,165073,31457,196549
232,162819,31424,194262
233,163275,31331,194619
234,163236,31277,194525
235,201159,31370,232543
236,167916,31509,199440
237,156679,30696,187391
238,220176,31674,251863
239,279385,30996,310394
240,177971,30778,208760
241,167821,30699,198534
242,271403,30890,302304
243,160840,30794,191647
244,162594,30357,192973
245,149330,30241,179589
246,238732,30808,269561
247,286184,30744,316950
248,152636,30491,183146
249,151493,30799,182313
250,232941,30348,263306
251,169338,30903,200260
252,162120,30269,192407
253,166860,30840,197719
254,151525,30108,181652
255,153331,30537,183886
256,163035,30598,193651
257,159221,30463,189703
258,276489,30579,307087
259,167777,30583,198379
260,160227,30500,190745
261,161883,30678,192580
262,231418,30800,262240
263,164162,30518,194702
264,161123,30391,191534
265,160662,30524,191207
266,150881,34354,185255
267,164298,30483,194801
268,166135,30611,196764
269,154278,30612,184909
270,266509,30532,297062
271,280553,30911,311485
272,205254,30877,236152
273,161005,29966,190988
274,273940,30520,304484
275,157297,30860,188183
276,167369,30574,197969
277,150210,30331,180559
278,223993,30660,254673
279,224670,33661,258352
280,152111,30663,182792
281,150608,30926,181557
282,215946,30801,246767
283,159583,30722,190323
284,154638,33612,188268
285,171254,30667,201940
286,191776,30936,222738
287,153185,30990,184201
288,162762,30039,192827
289,151936,31390,183354
290,301630,30445,332103
291,168226,30702,198947
292,164712,30846,195577
293,166798,30270,197086
294,225040,30789,255852
295,165900,30193,196114
296,162585,30406,193012
297,160820,30516,191362
298,152374,30603,182998
299,194655,30624,225297
300,178175,30762,208960
301,157588,31015,188623
302,284712,30598,315331
303,410560,40730,451311
304,532776,31961,564780
305,416630,32460,449127
306,481617,30081,511716
307,265810,30287,296109
308,217876,30915,248804
309,168712,30423,199154
310,315607,30522,346148
311,293330,30812,324161
312,248220,30909,279156
313,261819,31724,293569
314,274910,30709,305655
315,246423,29841,276292
316,157508,29862,187389
317,187892,29813,217719
318,195073,30112,225198
319,196344,29936,226293
320,161048,29930,190991
321,153271,29749,183035
322,178084,30081,208178
323,166717,30100,196835
324,161727,29224,190962
325,275366,40506,315898
326,257462,40297,297803
327,274127,31855,306029
328,242508,31991,274532
329,275746,32044,307825
330,213295,34028,247357
331,247432,31695,279145
332,255760,31941,287739
333,273406,31544,304985
334,254427,30293,284755
335,186266,30845,217130
336,197834,30177,228030
337,161105,29764,190883
338,171066,29866,200945
339,180415,30044,210477
340,147091,29947,177059
341,154292,30176,184482
342,198445,29992,228450
343,143211,30086,173311
344,182072,30179,212264
345,135279,30203,165493
346,194652,30239,224904
347,145794,29866,175672
348,132845,29702,162561
349,148418,29909,178340
350,141789,29692,171495
351,139701,30102,169816
352,144727,29589,174331
353,136376,29676,166067
354,182880,30001,212894
355,149386,29787,179185
356,143916,30254,174184
357,144052,29363,173429
358,134548,29784,164346
359,142232,30309,172555
360,142709,32551,175273
361,145921,29804,175739
362,177045,30013,207072
363,134381,29787,164184
364,144252,29861,174128
365,161752,30173,191937
366,190870,30961,221845
367,146809,30935,177757
368,149508,30301,179824
369,147436,30631,178080
370,142982,30883,173879
371,206406,30565,236986
372,149273,30897,180184
373,137861,30944,168819
374,216320,30563,246898
375,140850,30867,171731
376,177885,30492,208391
377,176175,30666,206854
378,199644,30555,230214
379,146876,30528,177417
380,134535,30793,165342
381,147579,30653,178244
382,180622,30717,211353
383,138876,30845,169737
384,147323,31033,178370
385,135789,30669,166472
386,183028,30431,213473
387,151013,30832,181858
388,149550,31438,181003
389,147105,30433,177553
390,138474,31162,169649
391,147287,30587,177885
392,148679,30624,179318
393,146761,30383,177173
394,136368,30864,167261
395,135401,30634,166048
396,147095,30769,177878
397,170164,30425,200604
398,186229,30656,216898
399,143786,31015,174814
400,147424,30999,178439
401,144801,31117,175932
402,137812,30666,168490
403,160813,30482,191310
404,148917,30607,179539
405,137699,30634,168347
406,166812,31064,197889
407,136994,30799,167805
408,176546,30859,207420
409,181526,30851,212391
410,202478,30708,233214
411,145893,31026,176948
412,136708,30261,166995
413,146203,30165,176382
414,209305,42045,251365
415,219054,41022,260120
416,174742,32428,207215
417,138554,30559,169132
418,142263,30480,172762
419,151820,30711,182547
420,148029,30686,178728
421,147382,30864,178266
422,138638,30781,169434
423,146311,30843,177165
424,147956,30509,178484
425,146299,30349,176668
426,180682,30442,211138
427,135653,30503,166176
428,146233,30241,176495
429,156038,30662,186713
430,146824,30613,177455
431,182317,30939,213270
432,148797,30258,179069
433,146828,30697,177538
434,135746,30309,166070
435,155128,30670,185812
436,148142,30707,178863
437,137183,30537,167734
438,206308,30291,236614
439,178769,30789,209576
440,179542,30611,210169
441,136549,30428,166998
442,204969,31018,236001
443,147851,30529,178395
444,135511,30127,165653
445,146860,31572,178447
446,337220,30612,367845
447,137803,30377,168192
448,146701,30470,177184
449,137574,30488,168077
450,144136,30807,174956
451,148051,30858,178924
452,145690,31057,176760
453,145479,30306,175800
454,138793,30956,169763
455,146941,30561,177515
456,149432,30782,180227
457,148244,30157,178415
458,176225,30457,206706
459,135575,30720,166308
460,145379,30543,175935
461,151124,30741,181879
462,141547,30496,172064
463,178652,30745,209409
464,146912,30888,177820
465,149655,30595,180263
466,140440,30667,171119
467,170082,30664,200765
468,148543,30462,179023
469,135883,30819,166721
470,200928,30556,231498
471,176455,30661,207129
472,179842,30818,210681
473,137296,30838,168148
474,202007,30313,232335
475,146530,30438,176988
476,134754,30712,165479
477,147213,30304,177529
478,292618,30646,323281
479,134276,30743,165033
480,147175,30720,177910
481,134408,30849,165272
482,144479,30523,175017
483,148438,30631,179083
484,145262,30342,175618
485,146285,30367,176665
486,139859,31163,171036
487,147110,30792,177916
488,150444,29789,180247
489,148353,30919,179287
490,174035,30422,204471
491,135161,30411,165586
492,146242,30333,176590
493,152542,30759,183317
494,141352,30838,172203
495,174841,30302,205157
496,146203,30610,176826
497,146570,30066,176650
498,138746,30572,169331
499,161440,30678,192131
500,149366,30436,179815
501,135166,30477,165657
502,210753,30591,241357
503,176303,30341,206656
504,180118,30379,210510
505,137429,30377,167821
506,194505,30570,225090
507,148466,30388,178868
508,134746,30317,165078
509,150197,30090,180301
510,289706,30811,320531
511,134180,30825,165033
512,146964,30262,177241
513,135067,30943,166023
514,152632,30859,183505
515,157391,30769,188175
516,145775,30552,176340
517,147530,30541,178084
518,141241,30615,171870
519,146419,30808,177240
520,151084,31030,182128
521,149291,30805,180110
522,175069,30075,205159
523,136408,30697,167118
524,148523,30354,178891
525,152347,30606,182968
526,145059,30589,175661
527,175151,30777,205942
528,146424,30664,177101
529,145569,30858,176439
530,136310,30497,166821
531,148931,30829,179775
532,149520,30638,180173
533,137860,30819,168693
534,200345,30987,231346
535,210067,30536,240618
536,180050,30382,210446
537,135933,29966,165914
538,195775,30219,226007
539,147035,30044,177094
540,134263,30608,164885
541,147623,30394,178030
542,305246,30865,336125
543,136817,30949,167779
544,146284,30588,176885
545,135510,30315,165838
546,146093,31175,177281
547,148883,30658,179556
548,148346,30767,179128
549,147694,30577,178284
550,137707,30600,168323
551,146341,30662,177019
552,149839,30777,180631
553,147488,30831,178334
554,136700,30288,167000
555,135209,30932,166155
556,145675,30651,176339
557,151980,30756,182751
558,143610,30911,174535
559,223046,30508,253567
560,146861,30753,177627
561,144110,30320,174444
562,135192,30159,165365
563,142032,30897,172943
564,149362,30939,180314
565,136244,30611,166870
566,203431,30159,233605
567,142630,30765,173409
568,138519,30639,169172
569,135748,30855,166617
570,193082,31095,224192
571,147851,30462,178328
572,134429,30484,164928
573,145089,31931,177033
574,306875,30399,337289
575,136520,30933,167464
576,147067,30988,178069
577,135294,30609,165918
578,140876,31707,172597
579,145655,31034,176704
580,146856,30783,177653
581,149716,30356,180086
582,138538,30719,169271
583,147127,30550,177690
584,146704,29775,176493
585,146536,30873,177424
586,175523,30717,206253
587,136504,30866,167386
588,145152,30639,175804
589,150581,30641,181235
590,147912,30866,178792
591,139662,30740,170416
592,147275,30725,178012
593,148037,30522,178573
594,134356,30771,165142
595,137232,30333,167580
596,148691,30824,179531
597,137225,30578,167817
598,202289,30675,232979
599,179294,30598,209905
600,180190,30323,210525
601,140204,30716,170936
602,207248,30320,237581
603,146933,30584,177531
604,135081,30100,165195
605,146300,30558,176871
606,215995,30298,246307
607,137091,30546,167649
608,146940,30763,177719
609,135895,30704,166611
610,140721,30168,170905
611,149153,30366,179533
612,148918,30429,179360
613,147183,30622,177818
614,139864,31215,171094
615,147370,30331,177716
616,147282,30579,177875
617,154362,30551,184926
618,179431,30816,210259
619,136430,30462,166907
620,148605,30810,179429
621,149750,30862,180628
622,143467,31013,174493
623,179328,30843,210185
624,148677,30663,179355
625,145697,30857,176566
626,135085,30607,165705
627,134345,30611,164969
628,149636,30268,179918
629,139928,30811,170753
630,206827,30443,237282
631,176427,30634,207074
632,174646,30794,205454
633,186505,30187,216704
634,149530,30682,180226
635,147199,30997,178210
636,134138,30250,164403
637,146178,30586,176778
638,320388,30461,350863
639,138063,30472,168549
640,147370,30300,177682
641,134827,30179,165019
642,139571,30954,170538
643,151122,30706,181843
644,148084,30716,178815
645,146365,30749,177128
646,136272,30412,166699
647,147517,30443,177972
648,145767,30518,176299
649,150501,30521,181038
650,177565,31154,208732
651,136672,31091,167776
652,148396,30341,178750
653,150689,30518,181221
654,141475,30674,172162
655,176289,30784,207086
656,147204,30877,178095
657,146318,30928,177259
658,135922,31072,167009
659,134892,30355,165260
660,149833,30888,180735
661,137998,30340,168351
662,195527,30543,226084
663,255635,30652,286303
664,173107,32460,205579
665,138657,30815,169485
666,149420,30479,179913
667,148818,30621,179453
668,134434,30491,164940
669,145400,31180,176592
670,292628,30238,322881
671,136899,30280,167193
672,147100,30661,177775
673,134472,30827,165312
674,138999,31074,170086
675,148129,30637,178782
676,148344,30914,179273
677,146851,30387,177251
678,137777,31078,168870
679,144848,30423,175284
680,147094,30364,177472
681,150756,30622,181391
682,175047,30405,205465
683,136869,30676,167560
684,147334,30948,178295
685,146047,30885,176945
686,138495,32187,170694
687,259317,30827,290157
688,148266,30083,178363
689,147634,31121,178767
690,135953,30938,166905
691,134996,32952,167960
692,150065,30390,180467
693,135677,30770,166462
694,205795,30430,236241
695,260731,30590,291333
696,176930,31051,207995
697,141916,30501,172429
698,149653,30414,180081
699,147103,30834,177951
700,136845,30332,167191
701,148193,30690,178896
702,294221,30661,324897
703,135636,30758,166408
704,146547,30609,177172
705,134314,30525,164854
706,139535,31121,170671
707,149331,30384,179729
708,146454,30693,177162
709,148534,30577,179125
710,138874,30454,169342
711,145151,30878,176043
712,148207,31297,179518
713,150808,30456,181277
714,177755,31096,208864
715,135485,30660,166158
716,149261,30882,180158
717,147916,30695,178626
718,147459,31234,178706
719,215250,30713,245979
720,147966,30852,178830
721,146492,30318,176824
722,136130,30268,166413
723,138076,30879,168968
724,148280,30888,179182
725,135022,30806,165841
726,206900,30749,237662
727,274979,30588,305582
728,180635,30720,211370
729,139411,30725,170150
730,183910,30529,214453
731,147239,30776,178027
732,214024,30862,244902
733,150959,30711,181684
734,291811,31232,323055
735,138004,30777,168795
736,146534,30714,177262
737,136052,30720,166785
738,143046,30600,173658
739,148537,30548,179098
740,144995,30472,175482
741,146900,30159,177073
742,139294,30873,170180
743,147518,30297,177830
744,149960,30451,180426
745,148151,30871,179037
746,182619,30732,213364
747,134755,30671,165440
748,146931,31642,178585
749,208685,30891,239589
750,142671,30680,173365
751,210345,30498,240856
752,147839,30293,178144
753,145516,30755,176284
754,139813,31142,170970
755,137362,30798,168174
756,146237,30373,176624
757,135336,30506,165857
758,209296,31041,240350
759,261246,30863,292123
760,259965,30438,290417
761,175830,30367,206211
762,148001,30344,178359
763,152969,30507,183490
764,219622,31219,250855
765,147051,30795,177859
766,300095,30775,330884
767,135848,30992,166855
768,182808,30671,213493
769,138165,30448,168628
770,140026,31010,171051
771,147772,30686,178473
772,144894,30837,175746
773,149335,30352,179700
774,138017,30586,168616
775,148664,30168,178846
776,146564,30521,177098
777,144787,30853,175656
778,254591,30857,285462
779,142742,30577,173333
780,152261,30290,182566
781,216212,30642,246866
782,141371,30776,172160
783,268949,30469,299431
784,149597,30740,180352
785,148025,30700,178741
786,140187,31027,171227
787,136608,30814,167438
788,145937,30191,176141
789,141207,30637,171857
790,207482,30613,238109
791,257812,30694,288521
792,258876,30867,289756
793,167227,30832,198073
794,185247,31130,216391
795,147792,30159,177962
796,213346,31016,244376
797,145923,30522,176458
798,312691,30682,343386
799,142195,30808,173016
800,139534,30395,169942
801,134527,30438,164979
802,150103,32739,182857
803,192496,30950,223459
804,148183,30751,178949
805,147125,30306,177446
806,144026,30453,174493
807,148234,30517,178842
808,153646,31298,184958
809,149214,30021,179248
810,269321,31087,300420
811,136251,30699,166965
812,150834,30552,181400
813,228092,30768,258874
814,147988,30845,178848
815,253198,31195,284406
816,146997,30453,177465
817,150813,30892,181721
818,137185,30176,167375
819,136294,30486,166793
820,149125,30635,179775
821,136612,30530,167156
822,207021,31036,238072
823,292030,30765,322809
824,253002,30810,283827
825,136010,30650,166675
826,147040,30971,178026
827,151638,30540,182193
828,212788,30457,243258
829,149986,30435,180435
830,211751,30920,242683
831,134202,30252,164469
832,179658,30432,210103
833,136444,31492,167951
834,143249,30784,174046
835,189062,30717,219794
836,146679,30562,177255
837,149656,30400,180069
838,140893,30952,171857
839,144951,30862,175824
840,146374,30557,176944
841,146383,30561,176958
842,275707,30288,306009
843,137650,30518,168183
844,147356,30685,178057
845,202060,30551,232625
846,143328,30555,173898
847,265929,30794,296738
848,148943,30761,179717
849,145755,30843,176611
850,135107,30624,165746
851,135808,31084,166906
852,145523,30870,176408
853,141763,30509,172285
854,203138,30968,234119
855,258968,30540,289522
856,256276,30576,286865
857,178404,30638,209056
858,187417,31366,218797
859,147436,30613,178062
860,209189,30570,239773
861,146185,32308,178507
862,216690,31240,247944
863,136289,30517,166818
864,135527,30644,166183
865,134453,30849,165314
866,140545,30997,171557
867,190455,30766,221234
868,147493,31015,178523
869,145734,30867,176614
870,139187,30877,170078
871,146578,30732,177324
872,146439,32573,179027
873,147805,30626,178446
874,263730,30657,294403
875,133632,30315,163961
876,145334,30260,175607
877,168266,31067,199348
878,145096,30881,175991
879,254473,30416,284904
880,146424,30509,176948
881,144813,30548,175376
882,136469,32816,169299
883,139429,30527,169969
884,148259,30499,178771
885,134978,30495,165488
886,207443,30660,238117
887,263529,30699,294243
888,263843,30619,294474
889,134850,30980,165845
890,186881,30882,217778
891,145976,30278,176269
892,211497,30380,241892
893,149980,30227,180221
894,288112,31465,319592
895,139326,30523,169862
896,177952,30799,208767
897,138184,30698,168896
898,141593,30972,172580
899,186957,30739,217709
900,145515,30824,176352
901,146264,30559,176838
902,139322,30906,170243
903,148725,30761,179499
904,147778,31166,178959
905,145088,30631,175732
906,260133,30874,291022
907,184820,30372,215205
908,149167,30463,179644
909,202111,30709,232835
910,140955,30476,171444
911,260969,30588,291571
912,149574,30419,180008
913,145263,30211,175487
914,133648,30612,164273
915,134936,30682,165632
916,145431,30271,175715
917,135940,30501,166455
918,203409,31155,234579
919,257039,30684,287735
920,260528,30141,290684
921,176807,30775,207598
922,185968,30656,216638
923,146970,30924,177908
924,213532,30068,243614
925,145624,30490,176128
926,298703,30607,329324
927,135727,30503,166244
928,138219,30450,168684
929,133688,30695,164398
930,137966,30642,168622
931,204033,30555,234602
932,147219,30550,177781
933,145814,30778,176605
934,137624,30807,168446
935,146768,30624,177405
936,145985,32733,178733
937,147636,30748,178415
938,269638,30691,300346
939,136640,30804,167460
940,146643,30956,177612
941,203621,30476,234111
942,141261,30687,171974
943,256165,30901,287079
944,149830,30953,180796
945,145023,30691,175728
946,137373,30841,168229
947,136885,30660,167558
948,146459,30388,176862
949,135184,30653,165852
950,212514,30431,242960
951,258762,30476,289252
952,259331,30604,289950
953,134570,30713,165298
954,145984,30761,176765
955,146154,30842,177009
956,217583,30525,248121
957,153483,30632,184129
958,287432,30877,318323
959,135260,30323,165598
960,190651,47330,237993
961,198108,47491,245647
962,309275,32537,341861
963,250930,31926,282882
964,200622,32056,232711
965,192923,31916,224861
966,174647,31714,206383
967,173635,31214,204870
968,170406,35929,206356
969,176860,31807,208688
970,275831,31606,307457
971,156579,31329,187936
972,166370,31457,197857
973,227992,32268,260288
974,210376,31496,241901
975,280785,31440,312256
976,165735,31701,197464
977,194749,31737,226514
978,225865,32200,258095
979,197444,31739,229224
980,183977,31627,215630
981,201687,31651,233356
982,233358,31508,264886
983,279363,31422,310811
984,282229,31807,314064
985,189345,31709,221085
986,205881,31386,237295
987,166424,31485,197937
988,257764,31001,288795
989,170124,31686,201837
990,328165,31503,359696
991,165778,31392,197200
992,160815,31294,192137
993,167709,31734,199469
994,219759,31284,251060
995,207662,31572,239253
996,167800,31693,199514
997,166851,31543,198422
998,162135,31475,193626
999,165439,31636,197098
1000,163996,31610,195626
1001,162550,31296,193866
1002,294012,31407,325440
1003,155673,31814,187509
1004,165359,31313,196694
1005,221275,31102,252397
1006,198876,31403,230298
1007,293135,31910,325063
1008,174145,31588,205757
1009,166311,31360,197695
1010,210226,31647,241899
1011,184132,31808,215968
1012,179608,31802,211431
1013,160136,31607,191762
1014,238826,31445,270292
1015,301496,31286,332807
1016,283356,31477,314852
1017,155563,31245,186828
1018,207039,31314,238374
1019,169191,31675,200885
1020,278231,31440,309692
1021,166572,31135,197720
1022,308551,31844,340410
1023,163355,31122,194496
1024,162181,31181,193377
1025,154851,31841,186706
1026,197971,31532,229519
1027,205493,31612,237116
1028,182113,31992,214118
1029,172274,31113,203399
1030,156463,30860,187336
1031,163983,31707,195702
1032,163330,31576,194920
1033,172262,31331,203606
1034,275459,31239,306712
1035,152319,31426,183759
1036,163883,31188,195084
1037,221723,31434,253172
1038,156722,31502,188236
1039,273493,31240,304748
1040,165374,31126,196515
1041,164475,35101,199589
1042,218854,32182,251049
1043,203715,32042,235789
1044,186563,31480,218065
1045,162575,31759,194354
1046,235786,31442,267244
1047,279116,31742,310876
1048,276493,31288,307802
1049,154732,31357,186109
1050,216807,30989,247814
1051,168750,31191,199960
1052,252772,31236,284026
1053,168660,31730,200409
1054,326233,31442,357693
1055,157049,31319,188387
1056,157329,31138,188486
1057,152666,31094,183781
1058,197682,31699,229395
1059,219258,31598,250869
1060,172614,31633,204261
1061,166368,31619,198000
1062,158495,31152,189661
1063,168568,31273,199854
1064,168235,31370,199618
1065,165586,31662,197271
1066,266936,31448,298403
1067,152044,31604,183668
1068,172142,31433,203588
1069,218379,31465,249857
1070,195667,30918,226606
1071,274771,31616,306410
1072,170047,31472,201540
1073,168289,31651,199953
1074,203236,31560,234811
1075,174881,31870,206779
1076,187156,32091,219269
1077,164586,31377,195984
1078,233999,31340,265358
1079,278265,31059,309347
1080,295955,31395,327367
1081,157728,31251,189000
1082,206861,31126,238005
1083,171026,31004,202050
1084,250990,31370,282374
1085,168669,31403,200093
1086,312417,31216,343654
1087,151754,31330,183105
1088,154720,31537,186276
1089,158170,31305,189503
1090,194374,30987,225389
1091,203753,31383,235164
1092,166564,31338,197930
1093,170765,34315,205107
1094,159556,31296,190879
1095,164898,31309,196237
1096,165073,31311,196410
1097,161492,31560,193080
1098,337089,40519,377635
1099,225931,32203,258173
1100,200478,31972,232480
1101,245134,31773,276931
1102,220384,31843,252246
1103,292934,31839,324793
1104,177336,31675,209030
1105,171511,31582,203112
1106,193881,31612,225521
1107,163501,31357,194881
1108,169175,31205,200398
1109,162419,31327,193766
1110,224374,35629,260029
1111,281952,30622,312604
1112,279614,30756,310396
1113,150227,30615,180871
1114,201274,30942,232236
1115,165405,30555,195979
1116,256270,30645,286935
1117,159530,30876,190427
1118,313948,30537,344504
1119,150903,30421,181345
1120,151753,30764,182538
1121,148179,30572,178772
1122,187444,30824,218288
1123,199285,30446,229750
1124,163201,30508,193730
1125,162469,30386,192876
1126,157288,30643,187952
1127,164768,30754,195543
1128,161968,34280,196274
1129,166330,30609,196965
1130,268300,30529,298856
1131,156091,30593,186703
1132,434036,30150,464204
1133,251657,30803,282475
1134,315204,29600,344816
1135,471866,30174,502053
1136,352396,30435,382844
1137,359657,30018,389689
1138,293002,30341,323355
1139,268524,29958,298497
1140,236474,29933,266421
1141,224890,30170,255074
1142,255972,29425,285410
1143,357437,29727,387176
1144,264298,30101,294412
1145,220293,30161,250467
1146,232102,29570,261685
1147,226604,29733,256352
1148,326039,29990,356042
1149,236673,29956,266641
1150,373230,29858,403102
1151,220678,29763,250455
1152,213753,30063,243830
1153,210389,30133,240538
1154,250870,30019,280903
1155,235006,29884,264910
1156,227886,29930,257829
1157,225651,30016,255683
1158,269801,30350,300164
1159,233632,30275,263922
1160,231764,29915,261692
1161,224260,29949,254222
1162,238245,30153,268411
1163,216941,30070,247029
1164,226776,29921,256716
1165,271957,29976,301947
1166,258674,30138,288825
1167,333882,30242,364135
1168,227315,30367,257695
1169,234451,30552,265022
1170,226742,30721,257476
1171,257062,30438,287514
1172,226800,30869,257683
1173,219146,30339,249498
1174,233289,30678,263980
1175,338039,31616,369667
1176,361418,31384,392817
1177,224946,30938,255900
1178,233793,31402,265209
1179,228109,30380,258502
1180,264459,30987,295460
1181,226143,30900,257057
1182,368470,31531,400014
1183,260351,31216,291580
1184,217130,30661,247805
1185,212962,31168,244143
1186,259553,31833,291399
1187,237484,31335,268834
1188,439684,31947,471646
1189,261044,34171,295230
1190,333416,31290,364719
1191,278916,31149,310078
1192,294299,33695,328009
1193,322901,31137,354052
1194,242622,30648,273285
1195,221785,31377,253176
1196,229401,31340,260751
1197,250150,31902,282068
1198,264542,31401,295956
1199,361994,30822,392830
1200,227587,30638,258237
1201,229427,30814,260255
1202,264884,30712,295637
1203,263093,31077,294185
1204,231324,31166,262504
1205,215345,30674,246032
1206,238027,33902,271943
1207,388108,31011,419133
1208,331069,30905,361988
1209,248737,30795,279545
1210,233493,31568,265076
1211,432885,31443,464341
1212,295919,42292,338226
1213,389421,30987,420460
1214,484269,30948,515235
1215,270973,30719,301703
1216,168212,30834,199060
1217,144023,30535,174573
1218,269811,30735,300561
1219,192968,30659,223640
1220,149692,30708,180426
1221,150041,30706,180761
1222,209800,30798,240611
1223,151597,30472,182082
1224,149364,30794,180179
1225,154045,30968,185026
1226,147256,30145,177415
1227,135301,30710,166024
1228,148990,30300,179307
1229,163507,30310,193831
1230,280171,31391,311576
1231,165411,30590,196016
1232,150883,30769,181665
1233,149564,33340,182924
1234,146793,30817,177629
1235,136516,30963,167494
1236,147740,30421,178176
1237,133678,30884,164576
1238,146353,30502,176870
1239,160998,30673,191689
1240,210517,30671,241208
1241,136225,30792,167032
1242,149961,30421,180394
1243,146426,30623,177062
1244,136121,33070,169211
1245,150496,30617,181126
