iteration,sign_ns,verify_ns,total_ns
18084,189092,33200,222328
18085,178858,33469,212358
18086,170991,33024,204049
18087,169635,33210,202872
18088,174288,33271,207587
18089,170510,33553,204091
18090,167603,33316,200949
18091,208211,32998,241237
18092,165461,33177,198666
18093,177863,33244,211126
18094,167729,33032,200789
18095,170968,32993,203995
18096,166849,32875,199761
18097,164740,32575,197351
18098,172874,32985,205892
18099,166081,32830,198948
18100,163165,33197,196399
18101,167042,32608,199687
18102,169111,33360,202508
18103,174603,33481,208119
18104,172625,32865,205524
18105,213733,32665,246434
18106,166853,32863,199744
18107,176969,33421,210417
18108,174911,33281,208213
18109,168155,33066,201247
18110,203475,33101,236602
18111,161786,33116,194932
18112,176447,33331,209808
18113,211922,32852,244802
18114,218009,33500,251537
18115,181570,33150,214750
18116,170330,37623,207983
18117,174697,33217,207944
18118,166943,32963,199933
18119,165929,32850,198809
18120,164191,32933,197154
18121,162714,37295,200037
18122,172955,32813,205790
18123,213522,33029,246574
18124,166709,33263,199994
18125,164837,33176,198028
18126,172878,33107,206000
18127,170647,33133,203796
18128,173729,33372,207129
18129,169054,32990,202079
18130,164583,33569,198183
18131,173133,33243,206411
18132,172073,32900,205006
18133,168621,33100,201756
18134,168155,33436,201619
18135,163627,32594,196250
18136,169623,33247,202898
18137,229011,33996,263036
18138,221815,33354,255202
18139,180560,32957,213549
18140,172843,32998,205867
18141,182237,33570,215833
18142,213155,33470,246653
18143,166701,32852,199579
18144,166303,33178,199507
18145,179910,33379,213314
18146,217388,33293,250709
18147,183438,33469,216941
18148,255061,33345,288440
18149,196854,31978,228869
18150,219436,32945,252395
18151,157230,32473,189716
18152,150892,31961,182873
18153,145551,32049,177616
18154,147504,32121,179639
18155,147544,32279,179835
18156,173992,32263,206268
18157,148015,32072,180106
18158,143282,32064,175359
18159,143778,35696,179496
18160,166522,32441,198980
18161,158458,32258,190730
18162,170502,32074,202590
18163,398927,32195,431138
18164,437361,31789,469168
18165,498571,31978,530564
18166,493813,32449,526276
18167,378465,32101,410581
18168,309922,31558,341494
18169,248307,32200,280521
18170,231933,32251,264199
18171,241060,32047,273123
18172,229611,31832,261457
18173,222004,31862,253879
18174,222162,32044,254221
18175,229043,32013,261071
18176,263235,31718,294967
18177,263575,32402,295992
18178,234311,34664,268990
18179,229837,32210,262062
18180,237565,32499,270078
18181,220877,32081,252971
18182,232584,32646,265245
18183,261907,31149,293077
18184,218961,30635,249611
18185,216364,31458,247837
18186,223693,31353,255060
18187,219886,30952,250850
18188,217554,31181,248751
18189,216198,31194,247407
18190,221231,31148,252393
18191,219349,32178,251539
18192,218340,31545,249902
18193,255752,31454,287221
18194,227712,31431,259162
18195,222765,31215,253995
18196,217818,31391,249223
18197,259125,31526,290666
18198,226066,31080,257161
18199,217986,30955,248956
18200,215358,31320,246692
18201,223148,32138,255301
18202,334305,31061,365381
18203,287154,31321,318490
18204,228852,31574,260440
18205,227393,31480,258888
18206,224122,31163,255297
18207,217617,31341,248975
18208,255844,31959,287819
18209,228278,31044,259335
18210,222700,31628,254345
18211,228083,31556,259654
18212,227725,38094,265833
18213,227451,32374,259845
18214,226912,31460,258387
18215,261748,31664,293426
18216,226526,31021,257561
18217,221460,31405,252879
18218,221807,31442,253271
18219,219790,31268,251079
18220,225147,31666,256826
18221,227660,31733,259414
18222,218184,31781,249979
18223,218723,31883,250619
18224,222915,31631,254560
18225,261832,31433,293279
18226,218368,31881,250264
18227,222123,31731,253869
18228,221157,31437,252607
18229,226349,31945,258308
18230,219000,31080,250094
18231,218366,31943,250323
18232,224306,32022,256343
18233,228631,31622,260268
18234,259210,31521,290745
18235,225596,31738,257348
18236,263662,31279,294954
18237,219047,31281,250342
18238,218875,30939,249829
18239,218820,34582,253416
18240,263327,31634,294977
18241,220842,31332,252188
18242,220878,31310,252204
18243,268189,32191,300394
18244,238130,31754,269898
18245,221563,31520,253095
18246,224236,31527,255777
18247,264943,31254,296218
18248,226156,31166,257336
18249,218746,31101,249862
18250,216251,31470,247736
18251,225716,31171,256907
18252,220095,31766,251875
18253,219975,31596,251589
18254,221359,32443,253815
18255,265311,31120,296445
18256,220259,31379,251652
18257,257689,31699,289403
18258,219495,31602,251110
18259,222498,31727,254239
18260,221826,31329,253170
18261,221297,30975,252286
18262,224666,32091,256772
18263,223679,31711,255404
18264,218801,31515,250329
18265,223288,31435,254735
18266,289682,31781,321477
18267,325507,31921,357441
18268,305477,31980,337470
18269,231624,32633,264271
18270,195106,31224,226343
18271,366288,31348,397649
18272,178397,32010,210424
18273,168144,32485,200643
18274,154641,31369,186026
18275,147083,31519,178616
18276,148095,31679,179788
18277,174282,31205,205501
18278,155392,31631,187038
18279,151153,31682,182849
18280,142537,31295,173849
18281,143798,31238,175048
18282,157979,31485,189477
18283,141241,31510,172766
18284,148758,31448,180221
18285,141815,31618,173447
18286,138924,31236,170175
18287,199221,31579,230816
18288,143013,31168,174193
18289,144204,31461,175679
18290,143546,31170,174728
18291,140840,31528,172384
18292,141121,31697,172832
18293,211232,31175,242422
18294,182159,31499,213672
18295,167555,31427,198996
18296,158540,31632,190186
18297,420871,32072,452957
18298,213954,32136,246107
18299,159318,31027,190357
18300,168880,31185,200080
18301,143034,30615,173663
18302,163791,31662,195468
18303,166031,31303,197347
18304,150320,31063,181395
18305,183527,31381,214923
18306,142812,31412,174239
18307,140215,31584,171812
18308,149407,31723,181144
18309,143883,31689,175586
18310,152308,31867,184189
18311,140241,31311,171566
18312,140016,31497,171528
18313,139302,31550,170866
18314,160109,31332,191456
18315,144385,31448,175848
18316,141411,31221,172647
18317,141966,31718,173695
18318,161800,32045,193860
18319,227928,31612,259555
18320,198518,32438,230971
18321,197671,32071,229754
18322,199163,32328,231505
18323,192932,33870,226816
18324,196904,31159,228081
18325,194203,31218,225436
18326,201641,32687,234342
18327,203916,31899,235828
18328,185633,32218,217863
18329,165800,31773,197589
18330,193188,31831,225032
18331,147433,31204,178651
18332,142171,30950,173135
18333,144973,31376,176364
18334,178424,31893,210329
18335,162921,31623,194557
18336,148261,31777,180050
18337,186133,30943,217091
18338,190255,31987,222255
18339,237918,33642,271573
18340,249018,34759,283805
18341,202391,33553,235972
18342,235650,33035,268713
18343,183447,32968,216434
18344,171044,32801,203865
18345,165311,32240,197575
18346,163233,32775,196034
18347,181367,33340,214735
18348,168391,32373,200792
18349,163942,32610,196571
18350,160609,33192,193816
18351,207429,33352,240809
18352,169365,33032,202423
18353,164263,32792,197079
18354,160173,32258,192455
18355,160044,32733,192801
18356,159849,37918,197792
18357,166134,32386,198544
18358,159786,32476,192291
18359,165475,32427,197930
18360,167039,32321,199386
18361,208788,32595,241408
18362,169679,31994,201702
18363,171923,32065,204009
18364,163019,32247,195294
18365,160568,32230,192826
18366,209728,32298,242054
18367,163749,31887,195664
18368,160644,31985,192657
18369,199741,32460,232220
18370,162609,32056,194685
18371,164074,32445,196539
18372,231974,32749,264740
18373,199878,32774,232684
18374,178295,32705,211035
18375,168994,35775,204803
18376,177396,32285,209709
18377,168106,32002,200136
18378,163008,32322,195359
18379,160938,32423,193388
18380,159854,37053,196935
18381,170507,32638,203171
18382,166090,32453,198574
18383,212026,32128,244184
18384,160832,31789,192647
18385,165014,31863,196903
18386,164382,32464,196871
18387,161650,32479,194167
18388,159064,31719,190817
18389,158886,32330,191247
18390,157700,36619,194356
18391,164350,32242,196625
18392,160494,32212,192730
18393,214097,31891,246018
18394,162415,32093,194529
18395,162265,31733,194018
18396,170251,32280,202554
18397,162113,32089,194223
18398,203643,32437,236108
18399,160663,32161,192854
18400,170400,32624,203057
18401,210454,32351,242840
18402,162885,32443,195362
18403,160407,32120,192563
18404,220955,33081,254066
18405,210548,32778,243352
18406,220454,32209,252689
18407,172130,32536,204692
18408,166118,32464,198610
18409,175943,32451,208418
18410,169858,32824,202700
18411,163461,32413,195898
18412,162341,32268,194633
18413,159327,32456,191796
18414,166896,32323,199233
18415,212779,32473,245264
18416,165547,32256,197824
18417,160417,32346,192784
18418,160601,31851,192478
18419,164870,32182,197078
18420,164275,32659,196960
18421,160690,32177,192881
18422,157934,32439,190392
18423,158589,32232,190837
18424,162393,32272,194679
18425,208655,32369,241038
18426,167651,31942,199607
18427,173012,31857,204884
18428,168304,32313,200630
18429,168306,32268,200598
18430,203908,32274,236198
18431,166380,32405,198811
18432,165223,32250,197500
18433,205191,32543,237764
18434,171191,31951,203171
18435,162058,32374,194450
18436,217846,32622,250482
18437,192342,32244,224601
18438,207968,32477,240460
18439,172662,32257,204934
18440,163706,32512,196233
18441,163379,32004,195397
18442,166433,32379,198825
18443,168800,32546,201360
18444,167600,31082,198697
18445,159474,31765,191252
18446,158686,31561,190258
18447,200502,31496,232012
18448,161073,31067,192156
18449,163023,31346,194383
18450,162016,31475,193505
18451,159125,31142,190278
18452,156862,31600,188476
18453,159960,31262,191241
18454,162362,31627,194007
18455,156691,31084,187796
18456,156457,31734,188210
18457,279037,31561,310617
18458,168784,31625,200427
18459,236442,31466,267929
18460,157422,31463,188904
18461,159155,32004,191178
18462,197094,35785,232898
18463,161189,31203,192411
18464,158833,31331,190185
18465,200534,31496,232043
18466,158472,31466,189953
18467,154632,35219,189866
18468,221511,32262,253792
18469,192205,31945,224179
18470,205902,31660,237585
18471,162996,31702,194724
18472,165207,30935,196163
18473,162964,31779,194770
18474,157932,31359,189317
18475,165165,31588,196781
18476,162921,31820,194769
18477,165809,31681,197518
18478,161964,31329,193321
18479,281588,31548,313160
18480,155996,30933,186955
18481,156708,31189,187922
18482,166553,31887,198465
18483,159633,31681,191340
18484,156199,31236,187459
18485,153924,31320,185266
18486,153774,31548,185348
18487,159131,31191,190346
18488,163007,31333,194357
18489,279758,31109,310885
18490,227425,31426,258869
18491,172812,31590,204421
18492,168233,31560,199811
18493,157049,31093,188160
18494,194283,31350,225651
18495,153039,31530,184587
18496,160257,31134,191412
18497,279739,31591,311348
18498,156189,31545,187753
18499,152908,30795,183722
18500,214495,37183,251700
18501,197141,32170,229335
18502,176626,31982,208634
18503,165077,31727,196830
18504,160405,31368,191799
18505,158137,36031,194189
18506,164224,31480,195722
18507,159000,31847,190865
18508,162101,31529,193650
18509,157863,31443,189323
18510,155267,31195,186479
18511,282393,31350,313761
18512,157398,31817,189234
18513,156502,30992,187512
18514,154902,31585,186506
18515,158494,31525,190045
18516,164156,31165,195347
18517,158657,31357,190040
18518,156632,31504,188160
18519,154030,31377,185442
18520,154292,31043,185366
18521,283007,31518,314558
18522,231880,31348,263262
18523,228031,31395,259452
18524,156611,34514,191149
18525,164813,31084,195921
18526,200931,31186,232143
18527,156193,31692,187913
18528,158636,31468,190132
18529,285858,31549,317435
18530,164247,31547,195819
18531,158681,31652,190359
18532,205273,32058,237357
18533,173538,31744,205315
18534,170888,31400,202324
18535,169085,31475,200595
18536,161768,31303,193100
18537,157352,31550,188932
18538,155318,31235,186579
18539,159627,31571,191222
18540,158754,31440,190209
18541,161143,31204,192360
18542,159498,31402,190915
18543,273927,35129,309070
18544,161591,30698,192304
18545,158533,31284,189831
18546,158746,31248,190007
18547,155272,31478,186763
18548,154221,31634,185869
18549,164063,31939,196023
18550,156837,31264,188119
18551,155602,31514,187134
18552,153656,31474,185150
18553,283793,31301,315122
18554,233420,31307,264754
18555,230976,31457,262461
18556,154825,31665,186520
18557,152423,31779,184230
18558,212533,31415,243975
18559,166077,31200,197305
18560,159368,31508,190904
18561,272165,31088,303281
18562,159450,31632,191109
18563,158768,31533,190329
18564,212068,32178,244274
18565,190396,31826,222253
18566,172470,31817,204321
18567,168066,31449,199549
18568,163958,31539,195525
18569,159184,31459,190672
18570,157618,31374,189020
18571,154115,31516,185659
18572,159717,31345,191089
18573,158981,31502,190508
18574,160838,31418,192277
18575,276485,31558,308064
18576,154226,31629,185875
18577,165553,30949,196524
18578,163104,31782,194907
18579,157058,31639,188716
18580,155067,31382,186471
18581,156984,30927,187931
18582,160460,31696,192169
18583,156844,31255,188114
18584,154365,31407,185785
18585,276736,31154,307906
18586,229759,31685,261465
18587,231292,31543,262856
18588,155152,31383,186550
18589,154082,31321,185416
18590,189566,31409,220988
18591,172281,31836,204132
18592,169228,31614,200857
18593,278249,31174,309436
18594,156563,31153,187730
18595,155002,34792,189817
18596,210505,32349,242867
18597,175103,31822,206954
18598,163406,31647,195079
18599,159322,31514,190862
18600,155884,35330,191233
18601,163723,31457,195200
18602,158533,31204,189754
18603,157346,31415,188782
18604,157042,30814,187875
18605,155495,31408,186924
18606,165468,31405,196891
18607,282691,31738,314448
18608,156498,31842,188360
18609,155760,31403,187178
18610,159376,31365,190756
18611,159739,31635,191387
18612,154914,31122,186048
18613,155365,31417,186796
18614,152570,31319,183903
18615,151232,31406,182651
18616,160613,31417,192044
18617,276004,31656,307671
18618,227803,31465,259281
18619,233026,34079,267119
18620,159701,31373,191088
18621,154499,31448,185960
18622,192476,31639,224129
18623,154251,31511,185775
18624,160402,31741,192154
18625,283838,31434,315286
18626,157073,31216,188302
18627,153275,31457,184747
18628,214089,32412,246515
18629,199036,31893,230953
18630,188371,32088,220482
18631,165745,31764,197537
18632,159952,31763,191743
18633,159376,31595,190999
18634,167102,31515,198642
18635,158252,31222,189503
18636,158125,31312,189469
18637,155438,31595,187061
18638,155094,31757,186880
18639,287860,31589,319478
18640,165778,31576,197380
18641,168427,31665,200122
18642,160948,31739,192715
18643,155952,34666,190646
18644,161096,31411,192537
18645,156934,31138,188102
18646,154048,31270,185352
18647,156526,31277,187840
18648,155730,31217,186981
18649,329189,31410,360632
18650,226667,31534,258235
18651,226831,31712,258571
18652,156574,34534,191135
18653,161017,31131,192178
18654,197598,31421,229038
18655,155668,31589,187278
18656,155341,31500,186862
18657,288053,31442,319515
18658,167521,31719,199264
18659,158237,31405,189666
18660,208197,32009,240236
18661,176260,31740,208031
18662,171363,31956,203351
18663,160037,31813,191884
18664,155806,31331,187170
18665,154804,31414,186246
18666,155387,31608,187023
18667,158570,31605,190196
18668,157742,31185,188947
18669,152988,31440,184447
18670,152993,31270,184284
18671,277000,31865,308886
18672,164244,31375,195641
18673,166658,31606,198290
18674,157770,31659,189453
18675,156265,31777,188066
18676,155050,31742,186816
18677,163521,31306,194851
18678,156245,31541,187814
18679,153697,31484,185209
18680,153498,31538,185062
18681,279198,37874,317097
18682,230102,31682,261807
18683,233847,31244,265115
18684,155299,31377,186704
18685,154522,33964,188512
18686,195768,30583,226380
18687,156099,30706,186837
18688,151183,30758,181971
18689,293815,30560,324409
18690,159700,30490,190223
18691,157332,30572,187938
18692,199150,31191,230374
18693,168817,31167,200014
18694,160526,30701,191257
18695,159331,30375,189732
18696,158396,30347,188767
18697,152431,30598,183055
18698,151589,30511,182126
18699,149712,30468,180207
18700,149570,30815,180411
18701,158221,30581,188826
18702,154799,30687,185517
18703,276266,30501,306800
18704,150967,30577,181562
18705,152959,35058,188041
18706,163575,30983,194582
18707,155898,30938,186858
18708,151563,30871,182456
18709,150473,30591,181086
18710,148925,30636,179585
18711,154723,30714,185461
18712,153863,30791,184685
18713,276581,30659,307265
18714,231423,30600,262041
18715,230656,30489,261164
18716,153926,30496,184439
18717,151037,30658,181713
18718,190394,30610,221022
18719,153092,30501,183612
18720,155283,30140,185437
18721,279387,30881,310281
18722,221785,30419,252217
18723,157710,30650,188375
18724,205608,31320,236941
18725,170512,31244,201769
18726,253745,30664,284422
18727,154455,30853,185322
18728,150813,30668,181493
18729,155475,31017,186507
18730,153565,30611,184191
18731,149709,30971,180693
18732,150563,30848,181442
18733,150686,30411,181121
18734,148070,34829,182925
18735,306344,30523,336885
18736,155837,30633,186491
18737,152021,30717,182758
18738,151181,30282,181483
18739,161986,30787,192792
18740,154733,30574,185324
18741,150434,31071,181518
18742,150074,30714,180800
18743,148832,30769,179615
18744,149311,34861,184185
18745,299597,31150,330761
18746,227114,30862,257991
18747,228339,30770,259124
18748,158711,30969,189700
18749,159888,30889,190790
18750,224250,30462,254726
18751,223536,30623,254173
18752,151707,30857,182576
18753,282479,30801,313296
18754,223191,30914,254133
18755,151693,30707,182426
18756,210727,31339,242085
18757,190570,31506,222101
18758,276766,30942,307727
18759,160798,31205,192026
18760,156242,30734,186998
18761,160462,31415,191897
18762,158641,30648,189308
18763,154844,30570,185433
18764,152347,30680,183049
18765,150884,30397,181302
18766,148470,30882,179366
18767,275309,30923,306245
18768,151393,31041,182448
18769,150452,30992,181460
18770,150279,30676,180968
18771,149549,30695,180258
18772,168510,31158,199682
18773,161031,30970,192012
18774,153161,30587,183761
18775,149987,30676,180676
18776,149333,31056,180402
18777,272285,30987,303285
18778,225968,31091,257071
18779,225200,30832,256053
18780,150552,30577,181149
18781,154993,30695,185706
18782,277627,30580,308221
18783,224935,30457,255412
18784,150266,30642,180926
18785,278497,30857,309373
18786,227866,30798,258680
18787,152149,30177,182340
18788,200850,31003,231866
18789,178696,31191,209920
18790,273042,30447,303521
18791,157387,31173,188591
18792,154048,30728,184810
18793,150758,30837,181630
18794,157458,30775,188267
18795,154004,30945,184975
18796,150775,30888,181689
18797,150929,30504,181457
18798,275650,30592,306267
18799,285394,31034,316455
18800,155940,30730,186696
18801,151963,30624,182606
18802,150236,30697,180953
18803,149952,33935,183904
18804,156514,30808,187341
18805,158255,30829,189105
18806,154225,30920,185164
18807,150710,30759,181487
18808,149018,30750,179788
18809,276589,30310,306918
18810,223722,30699,254440
18811,229052,30736,259806
18812,158120,30548,188687
18813,158480,30920,189420
18814,278471,31162,309654
18815,222400,30567,252985
18816,151176,30883,182085
18817,402010,30730,432764
18818,348353,30572,378943
18819,177105,30199,207317
18820,169330,30126,199469
18821,146046,29879,175944
18822,149419,30173,179606
18823,136671,29617,166302
18824,134089,29885,163985
18825,133465,30091,163570
18826,134975,29766,164757
18827,132687,29841,162544
18828,133923,30014,163950
18829,131988,30035,162036
18830,131805,29893,161712
18831,269596,29856,299466
18832,133263,30206,163487
18833,132370,29964,162346
18834,131673,29804,161491
18835,131400,29669,161083
18836,131079,29654,160749
18837,129687,32923,162623
18838,139021,30154,169188
18839,131257,29826,161098
18840,131773,29901,161686
18841,253941,30133,284089
18842,136875,29690,166579
18843,236802,29791,266607
18844,131288,29992,161294
18845,130636,29798,160447
18846,139317,29999,169330
18847,131941,29944,161898
18848,133597,29824,163434
18849,138327,29587,167927
18850,133569,30024,163606
18851,130878,29822,160713
18852,135726,29797,165536
18853,129982,29647,159643
18854,137168,29929,167113
18855,134959,29289,164261
18856,131857,29429,161310
18857,131493,29528,161046
18858,131344,30057,161414
18859,129308,29491,158815
18860,131519,31919,163452
18861,134572,29657,164242
18862,130830,29726,160567
18863,251700,30003,281716
18864,131004,30131,161150
18865,130459,29658,160131
18866,133905,29758,163675
18867,131556,29461,161031
18868,129886,30109,160009
18869,130071,29634,159717
18870,130416,29599,160028
18871,131876,29761,161651
18872,132961,29584,162557
18873,138541,30089,168643
18874,203150,29933,233099
18875,211342,29823,241178
18876,130828,30025,160867
18877,133333,29575,162922
18878,138562,30057,168632
18879,131146,29749,160908
18880,131158,29811,160983
18881,137538,29788,167339
18882,132348,29699,162062
18883,130160,32222,162395
18884,138701,30155,168869
18885,131386,29457,160856
18886,134201,29905,164130
18887,132287,30076,162377
18888,133079,30096,163191
18889,131149,29848,161010
18890,133737,29260,163010
18891,131643,29979,161636
18892,130984,29999,160997
18893,130796,29768,160580
18894,130882,30160,161054
18895,261893,29897,291804
18896,132391,29846,162252
18897,131552,29560,161124
18898,131911,29791,161714
18899,132027,30135,162175
18900,130757,29695,160464
18901,133970,29933,163917
18902,131694,29642,161351
18903,130065,29882,159960
18904,131092,29703,160808
18905,136773,29969,166754
18906,253294,32322,285629
18907,218750,29917,248681
18908,132338,29964,162317
18909,131194,29830,161038
18910,136369,29728,166110
18911,131324,29737,161075
18912,136088,30166,166268
18913,136777,30149,166940
18914,134022,29941,163976
18915,132509,29523,162046
18916,137265,29858,167134
18917,132539,29791,162348
18918,140626,29981,170620
18919,135878,29694,165585
18920,133575,29971,163559
18921,134930,30070,165019
18922,132506,30087,162609
18923,130841,29703,160555
18924,135871,29579,165464
18925,138781,30125,168919
18926,132979,29919,162912
18927,249440,29458,278911
18928,132331,30060,162404
18929,133041,29987,163042
18930,137399,30176,167590
18931,133337,29718,163068
18932,131367,29785,161165
18933,131425,29985,161424
18934,130565,29930,160508
18935,131261,29696,160970
18936,135273,29668,164956
18937,139329,29977,169318
18938,264486,29722,294221
18939,224467,29926,254406
18940,132129,31247,163389
18941,138043,30125,168183
18942,142627,30017,172659
18943,137689,29772,167487
18944,135355,29936,165303
18945,136760,30140,166911
18946,135066,32306,167387
18947,137838,29787,167639
18948,138991,30040,169044
18949,132196,29985,162200
18950,137102,29851,166966
18951,135777,30061,165853
18952,133026,31588,164629
18953,138026,29880,167919
18954,138134,29685,167833
18955,133999,30023,164037
18956,134303,29987,164304
18957,134678,29703,164394
18958,134182,31358,165554
18959,282440,29775,312228
18960,149670,30384,180067
18961,143487,30446,173946
18962,144743,29891,174652
18963,147421,30687,178122
18964,147722,30094,177832
18965,143547,29657,173219
18966,142315,29410,171740
18967,140857,30138,171009
18968,141880,29793,171688
18969,148408,30477,178899
18970,263587,30227,293829
18971,222958,29906,252877
18972,140969,30260,171243
18973,139016,30001,169030
18974,151096,29667,180776
18975,140452,29508,169972
18976,139369,29843,169226
18977,141894,29901,171809
18978,133323,29942,163279
18979,131665,29813,161491
18980,141074,30221,171309
18981,133359,30038,163410
18982,134438,30170,164621
18983,133395,29882,163289
18984,132646,29674,162333
18985,131553,29896,161462
18986,135228,29512,164756
18987,133741,29731,163485
18988,131441,29837,161291
18989,131150,29401,160567
18990,132213,29909,162136
18991,262411,30010,292434
18992,133126,30039,163177
18993,131958,29869,161839
18994,132574,29902,162489
18995,134513,29930,164458
18996,140579,30258,170852
18997,175894,46425,222333
18998,279735,30527,310310
18999,161226,30129,191374
19000,166679,29564,196257
19001,179238,32212,211463
19002,263876,30258,294147
19003,238168,29827,268008
19004,157745,29862,187619
19005,149698,30097,179809
19006,174474,29787,204275
19007,138467,29751,168235
19008,136166,30337,166516
19009,140673,29709,170395
19010,134471,29869,164354
19011,136881,31822,168719
19012,142150,29954,172118
19013,135050,29843,164908
19014,134347,30085,164445
19015,133353,30175,163554
19016,135165,29302,164480
19017,133161,29876,163052
19018,141388,29999,171401
19019,134262,29629,163906
19020,136656,29876,166545
19021,133994,30151,164158
19022,134454,29640,164108
19023,158914,32322,191249
19024,138052,29771,167835
19025,132151,29865,162030
19026,133089,29691,162793
19027,132245,29501,161764
19028,132745,30051,162812
19029,132459,29915,162393
19030,139616,29784,169415
19031,134548,29633,164196
19032,133879,29883,163776
19033,170766,29611,200390
19034,250178,29891,280082
19035,248487,29755,278254
19036,133206,29925,163152
19037,134924,30300,165235
19038,175022,29804,204840
19039,133948,30050,164013
19040,135682,29998,165695
19041,133924,29880,163823
19042,133113,29866,162997
19043,132228,30129,162370
19044,133925,30120,164057
19045,132918,30065,162995
19046,134654,30096,164761
19047,132684,29993,162690
19048,132513,29915,162440
19049,131906,30081,162000
19050,132235,29402,161651
19051,131797,30198,162008
19052,136625,30105,166745
19053,138163,29829,168005
19054,133830,29956,163803
19055,138677,29999,168695
19056,133197,30150,163360
19057,132945,30085,163042
19058,136312,29891,166215
19059,134736,29769,164517
19060,131571,29737,161321
19061,134510,30321,164844
19062,133255,29869,163142
19063,131668,29955,161637
19064,135899,30246,166158
19065,175977,30144,206140
19066,256906,30033,286958
19067,207014,29460,236490
19068,133761,30242,164018
19069,135295,30291,165599
19070,182223,29781,212019
19071,134309,29828,164151
19072,133277,29968,163265
19073,132498,29494,162011
19074,131027,29616,160663
19075,136264,29797,166080
19076,136822,29952,166788
19077,133034,29813,162861
19078,132729,29854,162596
19079,132452,29942,162408
19080,132456,29972,162441
19081,133922,30049,163984
19082,135103,30299,165415
19083,132419,30003,162437
19084,133173,29789,162976
19085,132600,30044,162658
19086,139823,29749,169587
19087,137531,30086,167631
19088,133939,30067,164021
19089,133109,30169,163291
19090,132970,29824,162807
19091,132892,30485,163392
19092,132983,29829,162827
19093,136355,30779,167149
19094,135845,30121,165980
19095,132581,29999,162594
19096,133822,29890,163725
19097,172972,29911,202896
19098,257048,30525,287587
19099,207925,30650,238588
19100,133593,29786,163392
19101,133065,29711,162789
19102,172864,30013,202890
19103,134076,31061,165151
19104,138093,29955,168061
19105,133101,29880,162994
19106,132250,30058,162321
19107,137098,29932,167043
19108,133636,29778,163428
19109,146148,31487,177649
19110,148213,29817,178043
19111,135811,29979,165801
19112,134695,29953,164660
19113,132743,30025,162781
19114,132656,30219,162894
19115,131817,30768,162597
19116,136150,30039,166202
19117,131908,30290,162217
19118,132969,29655,162642
19119,134001,29775,163791
19120,132307,30332,162650
19121,137743,29995,167751
19122,142839,30065,172988
19123,136280,29524,165817
19124,133404,29785,163201
19125,132418,30461,162891
19126,132767,29808,162589
19127,134727,30162,164903
19128,140773,29854,170642
19129,172625,30466,203104
19130,259047,29648,288708
19131,213522,31093,244628
19132,255081,31659,286759
19133,178002,30161,208177
19134,176479,30371,206863
19135,148180,30208,178416
19136,152002,29812,181834
19137,155990,30403,186408
19138,174230,31081,205326
19139,141280,29963,171257
19140,167311,30194,197518
19141,146456,30803,177273
19142,150769,30547,181331
19143,137821,29720,167554
19144,135087,29798,164903
19145,135269,29774,165062
19146,135897,29506,165415
19147,133028,30144,163187
19148,139189,29906,169113
19149,135359,30211,165597
19150,133952,30062,164040
19151,134558,30180,164753
19152,142871,30114,172999
19153,133570,30077,163673
19154,141530,30243,171787
19155,137984,29958,167955
19156,132680,29767,162461
19157,132784,29749,162547
19158,132219,29404,161636
19159,132984,30166,163162
19160,136008,29564,165598
19161,248775,30043,278832
19162,213061,31980,245055
19163,211487,30621,242120
19164,141084,31861,172958
19165,142607,31111,173732
19166,163206,30056,193275
19167,139317,29891,169221
19168,134906,29558,164477
19169,136079,29854,165947
19170,184170,30685,214870
19171,135206,30023,165243
19172,156697,29782,186492
19173,137143,30071,167228
19174,136890,29546,166453
19175,132325,30128,162467
19176,139037,30379,169431
19177,135383,29997,165394
19178,135122,29681,164818
19179,133047,29898,162958
19180,133056,29956,163024
19181,136732,29821,166567
19182,137451,30033,167497
19183,138476,31037,169526
19184,136546,30149,166709
19185,141231,30150,171394
19186,135499,29989,165500
19187,135651,29939,165604
19188,136799,29713,166524
19189,135022,30085,165120
19190,133198,29863,163073
19191,132638,30379,163031
19192,132144,29962,162120
19193,273071,30327,303412
19194,207051,29806,236872
19195,212868,30707,243586
19196,135350,29461,164825
19197,135508,30185,165706
19198,163136,29644,192796
19199,142110,29929,172054
19200,136027,29655,165701
19201,140945,30675,171634
19202,178311,29587,207912
19203,134375,30264,164652
19204,162748,30237,193000
19205,146053,29800,175867
19206,136951,30380,167345
19207,134121,29193,163326
19208,133049,30352,163415
19209,131964,30159,162136
19210,137507,29794,167316
19211,132659,30061,162735
19212,133468,30050,163532
19213,134922,29464,164399
19214,133045,29893,162951
19215,132394,29794,162203
19216,135667,29851,165531
19217,134612,29543,164169
19218,137827,29834,167673
19219,133452,29642,163107
19220,132546,29778,162336
19221,132709,29970,162695
19222,136528,29839,166382
19223,134116,29822,163951
19224,132748,30101,162863
19225,255111,29768,284893
19226,201454,29973,231441
19227,203308,29710,233031
19228,136205,30148,166366
19229,133982,29951,163946
19230,162056,30381,192453
19231,139803,30230,170047
19232,141088,30318,171420
19233,139410,30067,169492
19234,175609,29867,205490
19235,137313,30226,167554
19236,154878,30121,185012
19237,136519,29903,166436
19238,140157,29732,169902
19239,136486,29709,166209
19240,134251,30041,164307
19241,138558,29949,168519
19242,134883,30146,165044
19243,134918,30008,164940
19244,136988,29970,166974
19245,135865,30212,166092
19246,132563,30148,162725
19247,134933,30457,165404
