iteration,sign_ns,verify_ns,total_ns
612,173741,32186,205942
613,217831,32930,250781
614,166459,32657,199133
615,164895,32997,197909
616,151300,32547,183862
617,152725,33530,186270
618,148887,32936,181838
619,162425,32803,195243
620,160422,33049,193492
621,160025,33258,193297
622,165391,32774,198182
623,163455,32616,196086
624,162276,32840,195129
625,162220,32653,194888
626,161717,32876,194607
627,164742,32628,197385
628,176495,32843,209353
629,291181,33089,324285
630,150224,33165,183405
631,163210,34537,197761
632,153978,33003,187004
633,160019,32989,193023
634,162290,33059,195364
635,149432,32966,182411
636,148069,33608,181691
637,166042,32683,198741
638,164179,32917,197117
639,150202,32678,182894
640,160931,32711,193657
641,161979,32972,194972
642,199503,33507,233025
643,164359,33003,197377
644,161192,32795,194003
645,211718,32896,244628
646,162186,32537,194737
647,164733,32978,197727
648,150414,33194,183623
649,149912,33171,183097
650,152070,33015,185109
651,160935,33012,193962
652,162415,33065,195495
653,166260,33066,199346
654,169522,33355,202891
655,161021,32928,193969
656,161355,32646,194014
657,169891,32983,202888
658,167655,32622,200297
659,165113,33164,198294
660,218162,32853,251036
661,410457,50451,460922
662,216079,34115,250244
663,168277,33285,201596
664,150636,33087,183739
665,174111,33206,207332
666,161072,32829,193915
667,146909,32994,179917
668,147404,33141,180560
669,161729,32473,194216
670,159221,35946,195182
671,155847,33237,189099
672,172365,33174,205556
673,166840,32895,199751
674,158825,32858,191698
675,163808,35109,198932
676,168535,33225,201775
677,225239,33555,258808
678,166087,33185,199288
679,162392,32825,195233
680,201064,33141,234219
681,156052,32964,189098
682,153669,33517,187199
683,167207,33212,200433
684,166514,34826,201354
685,167617,33449,201084
686,171799,34216,206036
687,166571,34319,200902
688,167044,32776,199834
689,169771,33200,202987
690,185132,33505,218651
691,169123,33792,202929
692,236649,33985,270648
693,299615,33604,333236
694,174543,33815,208370
695,182178,34819,217013
696,154612,33009,187637
697,173131,33617,206764
698,170003,34758,204777
699,169107,34272,203394
700,160596,34980,195590
701,168532,35507,204060
702,169000,35430,204449
703,167769,34162,201950
704,179492,34756,214261
705,171141,34176,205334
706,163072,34594,197679
707,176711,33625,210351
708,169257,34728,203999
709,216851,33577,250442
710,177479,33304,210799
711,178438,34049,212502
712,152678,33143,185837
713,156368,34765,191148
714,160688,34105,194808
715,173601,33529,207143
716,165246,33486,198747
717,177588,35658,213261
718,174535,33128,207678
719,171103,33074,204194
720,172694,33323,206032
721,164258,34096,198369
722,179654,33071,212742
723,169133,33189,202338
724,173802,33374,207197
725,286771,34200,320985
726,183341,43431,226787
727,346236,35707,381962
728,224960,35028,260012
729,209417,33981,243426
730,209614,34687,244316
731,192270,34073,226366
732,178089,34062,212175
733,188576,34846,223443
734,189075,34250,223349
735,176559,33840,210421
736,191329,33869,225231
737,193805,34136,227976
738,181930,34490,216441
739,182361,34325,216710
740,193657,33988,227663
741,252635,34631,287288
742,191387,34233,225644
743,190190,34206,224418
744,230778,34007,264806
745,194657,34499,229179
746,181273,33969,215262
747,189325,34246,223593
748,195602,34339,229963
749,212934,34372,247332
750,196465,33905,230389
751,191994,33883,225891
752,206053,38907,244984
753,207430,34542,241994
754,202813,34107,236943
755,202927,34921,237863
756,208398,34312,242725
757,352983,34271,387269
758,201547,34621,236183
759,207734,34310,242059
760,239257,34301,273573
761,195432,33754,229201
762,208457,33871,242341
763,180066,33770,213851
764,181220,36737,217980
765,208517,33797,242348
766,191997,33907,225927
767,177836,35277,213127
768,206136,34180,240336
769,217913,34041,251969
770,187798,34453,222266
771,203976,34116,238107
772,205587,33959,239559
773,271068,33886,304968
774,205301,33745,239061
775,191614,33617,225246
776,179913,34036,213963
777,198848,33553,232415
778,223360,33968,257350
779,235806,33855,269676
780,190342,33954,224311
781,196978,33849,230839
782,197994,33626,231636
783,190024,34239,224277
784,209220,34885,244122
785,203494,34051,237561
786,194762,33537,228314
787,203280,34039,237336
788,206943,34419,241377
789,324485,34474,358973
790,187154,35010,222179
791,190687,33860,224561
792,216764,34740,251521
793,191019,37032,228064
794,202529,33883,236425
795,173861,33862,207737
796,170459,34605,205079
797,198336,33626,231978
798,193121,33647,226783
799,176198,33247,209461
800,193889,33756,227660
801,189037,34121,223173
802,175075,37289,212379
803,195576,33937,229528
804,189677,33479,223170
805,174126,33355,207505
806,183817,34164,218005
807,207966,35055,243036
808,185210,34165,219390
809,175530,33334,208879
810,224591,33498,258106
811,235078,33867,268960
812,190126,33625,223777
813,188456,33839,222317
814,190973,34111,225106
815,193837,33764,227626
816,197812,33734,231567
817,186043,33493,219556
818,186944,33585,220547
819,428430,43493,471941
820,474218,34497,508760
821,421687,33122,454830
822,256696,33344,290055
823,270518,33863,304396
824,279580,34926,314520
825,271926,33548,305489
826,274971,33783,308769
827,293241,33586,326843
828,256365,33117,289496
829,270533,34311,304866
830,263894,33376,297285
831,294124,34001,328140
832,283086,35051,318152
833,267704,33865,301583
834,312541,34860,347415
835,289763,33957,323734
836,278066,37050,315133
837,288401,33879,322292
838,337160,34322,371498
839,316268,34448,350731
840,303949,33733,337699
841,257256,33725,290996
842,278772,33014,311801
843,276552,32893,309461
844,258887,32937,291850
845,250733,32484,283247
846,249420,32601,282037
847,314044,32656,346726
848,259259,32819,292108
849,251088,32986,284091
850,434874,33033,467936
851,260823,32818,293661
852,298455,32811,331286
853,379558,32892,412471
854,237416,32860,270290
855,250335,32834,283189
856,275176,33064,308260
857,259142,32885,292044
858,251194,33436,284645
859,236390,33057,269462
860,242394,32732,275141
861,249129,33344,282488
862,247876,32804,280695
863,237310,32525,269850
864,254906,32997,287918
865,248230,32701,280945
866,234261,34262,268540
867,253599,33284,286900
868,249347,32822,282183
869,236034,32924,268973
870,251025,33311,284353
871,256474,33242,289736
872,234335,32251,266601
873,230747,33565,264327
874,282920,32337,315274
875,241998,33284,275297
876,248627,32432,281072
877,244307,32322,276644
878,239991,32131,272136
879,239432,32094,271542
880,240161,32163,272340
881,385417,32476,417910
882,246996,32133,279143
883,245431,32466,277912
884,259051,32174,291240
885,360281,32358,392653
886,239455,32622,272092
887,351833,34238,386087
888,296139,33202,329362
889,245090,33081,278184
890,255319,33246,288586
891,239128,34364,273521
892,234585,32974,267575
893,258334,32738,291089
894,260652,32464,293131
895,231743,32426,264184
896,242907,32428,275350
897,245023,32238,277275
898,226243,31755,258013
899,235968,32216,268199
900,237059,32126,269206
901,251496,32110,283622
902,239246,32001,271318
903,238826,32174,271021
904,262775,32082,294872
905,238427,32018,270457
906,262298,31980,294294
907,245406,32507,277934
908,354888,32385,387292
909,434421,32515,466955
910,273746,31891,305649
911,195354,32154,227523
912,180496,31997,212509
913,279958,31834,311808
914,157802,32268,190085
915,168299,31955,200267
916,163024,31911,194952
917,272201,32243,304457
918,159906,32430,192351
919,157908,34680,192604
920,147714,31970,179703
921,159474,32129,191623
922,157118,32179,189312
923,145403,32300,177723
924,145744,33207,178969
925,164913,32294,197223
926,165823,32136,197976
927,148796,31972,180783
928,158363,32228,190605
929,156060,32112,188184
930,268508,31814,300337
931,158065,32247,190326
932,155914,32209,188138
933,151699,31913,183627
934,155903,32122,188048
935,160726,32363,193104
936,223028,32204,255246
937,228243,32259,260519
938,146430,31719,178164
939,204310,31725,236048
940,160242,32425,192683
941,158238,32053,190305
942,161076,31894,192985
943,156089,31750,187853
944,155340,34742,190096
945,281918,32211,314144
946,157497,32365,189876
947,156083,32233,188332
948,167644,31880,199539
949,281592,32135,313741
950,152605,32334,184954
951,156111,31397,187524
952,143843,32104,175960
953,155558,32287,187859
954,163058,32012,195085
955,145348,31808,177170
956,143492,32072,175579
957,156874,32394,189285
958,153718,32528,186261
959,152561,32026,184602
960,158620,32341,190973
961,154987,31980,186984
962,222568,32254,254836
963,156724,32203,188943
964,164353,32114,196482
965,151646,32121,183781
966,155962,32112,188089
967,157938,31875,189829
968,214478,31935,246427
969,159804,32078,191898
970,145358,31881,177254
971,155831,32082,187927
972,154684,33149,187848
973,163185,32291,195491
974,160706,32060,192781
975,165866,32069,197948
976,157533,31987,189534
977,274060,32432,306506
978,161531,31881,193426
979,171732,31896,203643
980,169538,32028,201580
981,154289,31842,186145
982,148593,32051,180659
983,156641,31988,188648
984,189187,31690,220897
985,162199,31842,194056
986,158943,32207,191166
987,151290,32845,184151
988,148293,32417,180724
989,159609,31751,191375
990,368010,31999,400021
991,165997,31919,197929
992,164673,31956,196642
993,156470,32102,188587
994,151130,32308,183453
995,157792,31596,189404
996,155709,32113,187837
997,147754,32051,179818
998,163328,31782,195124
999,180786,32211,213011
1000,147614,32018,179651
1001,145858,32118,177990
1002,185635,31990,217640
1003,154945,31713,186672
1004,160667,32361,193043
1005,156900,31808,188728
1006,156391,31943,188350
1007,156805,32073,188893
1008,156367,32165,188548
1009,269398,32484,301897
1010,158481,32324,190821
1011,157880,32235,190131
1012,163102,32004,195122
1013,145610,31301,176924
1014,155220,32283,187517
1015,158786,32004,190803
1016,184616,31648,216279
1017,153318,31355,184687
1018,151199,30864,182078
1019,148792,31173,179976
1020,142713,31190,173916
1021,154459,31024,185504
1022,153429,31385,184828
1023,140706,31178,171905
1024,151990,31417,183421
1025,160495,31453,191962
1026,141796,31435,173245
1027,154661,31383,186059
1028,151442,31065,182523
1029,141357,31073,172443
1030,162616,31312,193943
1031,155225,31446,186683
1032,142418,31078,173510
1033,139773,31391,171177
1034,139559,31366,170946
1035,152899,31259,184179
1036,164780,31539,196333
1037,154365,31629,186012
1038,152540,31223,183777
1039,154638,31454,186105
1040,151122,31136,182273
1041,271592,31457,303062
1042,155948,31623,187583
1043,153700,31156,184870
1044,152618,30899,183532
1045,143668,31167,174848
1046,149120,31442,180577
1047,155964,31499,187477
1048,178032,31651,209696
1049,153761,31393,185175
1050,153032,30992,184039
1051,150776,31359,182149
1052,144234,31344,175592
1053,156172,31722,187908
1054,152107,31311,183432
1055,140582,30985,171580
1056,153214,30849,184077
1057,160898,31338,192251
1058,142431,31209,173653
1059,153790,31156,184961
1060,152153,31258,183426
1061,143889,31605,175507
1062,161811,31338,193163
1063,156631,31480,188124
1064,143307,31533,174855
1065,141042,31199,172255
1066,180852,31396,212263
1067,152990,32518,185524
1068,158072,31096,189183
1069,152495,30865,183375
1070,151847,30974,182835
1071,153115,31232,184361
1072,151324,31438,182776
1073,259709,31390,291113
1074,158477,31293,189784
1075,153048,31121,184183
1076,157478,31452,188945
1077,141952,31724,173691
1078,158199,31539,189751
1079,155292,31136,186444
1080,178791,31221,210027
1081,155517,31026,186557
1082,162798,31343,194161
1083,157910,31136,189066
1084,155890,31325,187236
1085,163507,31114,194642
1086,159509,31448,190973
1087,148768,31425,180206
1088,163186,31093,194294
1089,157633,31130,188776
1090,142109,31426,173550
1091,156801,31096,187911
1092,152971,31675,184663
1093,146197,30982,177193
1094,157875,31559,189449
1095,155155,31337,186513
1096,143690,31171,174873
1097,141279,30809,172103
1098,182140,31508,213662
1099,161965,31456,193435
1100,155510,30985,186509
1101,152482,31301,183797
1102,154056,31239,185316
1103,153080,31495,184589
1104,154322,30812,185151
1105,272483,31249,303746
1106,155021,30913,185953
1107,154519,31162,185696
1108,160899,31341,192258
1109,150381,31612,182008
1110,145472,31260,176746
1111,151610,31426,183055
1112,180248,31562,211825
1113,151915,31159,183094
1114,152066,31390,183471
1115,141893,31002,172908
1116,140435,31450,171899
1117,152747,31664,184425
1118,150291,31316,181620
1119,139526,31530,171071
1120,169396,31197,200606
1121,161048,31262,192325
1122,146165,31381,177562
1123,157133,31687,188835
1124,158018,30994,189025
1125,147199,31459,178670
1126,153666,31409,185090
1127,153796,31212,185022
1128,139646,30923,170582
1129,142947,31253,174214
1130,182715,31410,214140
1131,161751,31022,192788
1132,153293,30690,183996
1133,152670,31369,184054
1134,155160,31067,186240
1135,152213,31029,183256
1136,160073,30845,190932
1137,263976,31211,295201
1138,151117,30854,181984
1139,151882,31057,182953
1140,159313,31312,190638
1141,150156,31247,181418
1142,145768,31419,177201
1143,153188,31165,184368
1144,181158,31442,212615
1145,152369,31460,183849
1146,160424,31433,191871
1147,146068,31296,177379
1148,142662,31260,173936
1149,153344,30694,184052
1150,152261,31123,183406
1151,140417,30841,171273
1152,162156,31298,193469
1153,152161,31680,183854
1154,140798,31210,172023
1155,152520,31275,183808
1156,150567,31355,181941
1157,148098,30816,178929
1158,154530,31556,186101
1159,153707,31408,185129
1160,140935,31494,172442
1161,140892,31331,172239
1162,177491,31056,208567
1163,163272,31709,194994
1164,153100,31996,185109
1165,152951,31385,184350
1166,153723,31549,185286
1167,155312,31514,186839
1168,157396,31531,188941
1169,271725,31301,303042
1170,151216,31368,182597
1171,149692,31294,181001
1172,149705,31270,180988
1173,148164,31336,179516
1174,144509,31164,175686
1175,153132,31530,184677
1176,179788,31372,211173
1177,150983,31042,182041
1178,154737,31684,186436
1179,139945,31296,171257
1180,138977,30754,169743
1181,151331,31227,182573
1182,151393,31176,182582
1183,139447,31467,170928
1184,158839,31150,190003
1185,156228,30970,187211
1186,142676,31027,173718
1187,156405,31144,187564
1188,152087,31261,183363
1189,146513,31405,177931
1190,157797,31100,188912
1191,154278,30857,185155
1192,143235,30698,173947
1193,140703,31134,171852
1194,177199,31257,208470
1195,163433,31427,194875
1196,152558,31409,183981
1197,151945,31487,183446
1198,152912,31227,184154
1199,153704,31020,184736
1200,155843,31065,186921
1201,261789,31174,292974
1202,150501,30876,181392
1203,152279,31250,183544
1204,155505,31238,186756
1205,151000,30801,181814
1206,148524,31069,179606
1207,156183,31526,187723
1208,182545,31414,213973
1209,151444,30980,182437
1210,154759,31314,186088
1211,142320,30872,173207
1212,139793,31166,170974
1213,155393,31551,186960
1214,150429,31284,181727
1215,140159,31223,171395
1216,164991,31547,196551
1217,153252,31402,184669
1218,139248,31360,170621
1219,151933,31259,183207
1220,150199,31303,181517
1221,146265,31589,177868
1222,154889,31109,186012
1223,155763,31396,187173
1224,140970,31536,172521
1225,141699,31254,172967
1226,186605,31299,217925
1227,173899,31454,205366
1228,168786,31355,200160
1229,165756,31097,196866
1230,165970,31139,197123
1231,156191,31161,187366
1232,158358,31173,189545
1233,297635,31845,329495
1234,151809,31444,183268
1235,150825,31161,182002
1236,153353,31322,184688
1237,144222,31283,175519
1238,141373,31219,172606
1239,157423,30967,188404
1240,177443,31358,208816
1241,151215,31008,182238
1242,159981,31393,191388
1243,143469,31539,175021
1244,139997,31011,171024
1245,152539,31362,183915
